"Text", "Query"
How many movies did <A> produce?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_producer <A>  sep_dot var_uri rdf_type dbo_Film brack_close
Is <B> the chairman of <A>?,ASK WHERE brack_open <A> dbp_chairman <B> brack_close
Who is a famous relative of Aaround Van Heemstra?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_relative dbr_Aarnoud_van_Heemstra  sep_dot var_uri rdf_type dbo_Person brack_close
What awards have been given to the anyone who raced in the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_race <A> sep_dot var_x dbo_honours var_uri  sep_dot brack_close
How many battles have involved commanders of <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open <A> dbp_notableCommanders var_x sep_dot var_x dbp_battles var_uri  sep_dot brack_close
How many areas are led by <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbo_leader <A>  sep_dot brack_close
Name the movie in which Vangelis gave the music and <A> was the cinematographer ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_music dbr_Vangelis sep_dot var_uri dbo_cinematography <A>_Cronenweth  sep_dot var_uri rdf_type dbo_Film brack_close
In how many places are the companies founded in <A> operating?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_foundationPlace <A> sep_dot var_x dbp_locations var_uri  sep_dot brack_close
Count the number of movies whose editors were born in <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_birthPlace <A> sep_dot var_uri dbp_editing var_x  sep_dot var_uri rdf_type dbo_Film brack_close
What is the television show whose cast members are <A> and <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_starring <A> sep_dot var_uri dbo_starring <B> sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Which countries were led by Pietro <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_leader <A>  sep_dot var_uri rdf_type dbo_Country brack_close
List the sports played in <A>.,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_type <A> sep_dot var_x dbo_sport var_uri  sep_dot brack_close
What state has a <A> and is the birthplace  of <B>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_state var_uri sep_dot <B> dbo_birthPlace var_uri sep_dot brack_close
"Who is the performer of album which has the song ""<A>"" ?",SELECT DISTINCT var_uri WHERE brack_open <A> dbo_album var_x sep_dot var_x dbo_artist var_uri  sep_dot brack_close
How many companies were founded in places where <A> is the governing body ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_governingBody <A> sep_dot var_uri dbo_foundationPlace var_x  sep_dot var_uri rdf_type dbo_Company brack_close
What <A> directed movie has  photography director as <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_cinematography <A> sep_dot var_uri dbp_director <B>  sep_dot var_uri rdf_type dbo_Film brack_close
Who founded the city at the end of the <A> Line route?,SELECT DISTINCT var_uri WHERE brack_open <A>_Line dbo_routeEnd var_x sep_dot var_x dbo_founder var_uri  sep_dot brack_close
Name the hubs of the airlines whose headquarters is in the <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_headquarters <A> sep_dot var_x dbp_hubs var_uri  sep_dot var_x rdf_type dbo_Airline brack_close
Name the television show whose network is TNT (TV channel) and <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_network dbr_TNT_(TV_channel) sep_dot var_uri dbo_network <A>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
List the honorary title given to the spouse of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_spouse var_x sep_dot var_x dbo_award var_uri  sep_dot brack_close
How many games have a publisher based in <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_location <A> sep_dot var_uri dbo_publisher var_x  sep_dot var_uri rdf_type dbo_VideoGame brack_close
"Where does the rail route, which ends at the <A> , begins?",SELECT DISTINCT var_uri WHERE brack_open var_x dbo_routeEnd <A> sep_dot var_x dbo_routeStart var_uri  sep_dot brack_close
How many people have played for the <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_league <A>  sep_dot brack_close
Name the musician who gave the music in Tonight's the night and is also wedded to <A> ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Tonight's_the_Night_(2003_musical) dbp_music var_uri sep_dot <A> dbo_spouse var_uri brack_close
What is the nationality of the golf player who won the  <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_champion var_x sep_dot var_x dbo_nationality var_uri  sep_dot var_x rdf_type dbo_GolfPlayer brack_close
Which builder of <B> isalso place of birth of the <A> Setsuo ?, SELECT DISTINCT var_uri WHERE brack_open <B> dbo_builder var_uri sep_dot <A> dbp_placeOfBirth var_uri brack_close
Who penned Emma and <A> in Manhatten?,SELECT DISTINCT var_uri WHERE brack_open <A>_in_Manhattan dbo_writer var_uri sep_dot dbr_Emma_(novel) dbp_author var_uri sep_dot brack_close
How many labels sign up <A> artists?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_genre <A> sep_dot var_x dbo_recordLabel var_uri  sep_dot brack_close
Which continents can be reached by flight companies available on <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_targetAirport <A> sep_dot var_x dbp_destinations var_uri  sep_dot var_x rdf_type dbo_Airline brack_close
"Where is <A> buried, and US Route 59 has a junction?", SELECT DISTINCT var_uri WHERE brack_open <A> dbp_placeofburial var_uri sep_dot dbr_U.S._Route_59_in_Texas dbp_junction var_uri brack_close
Do <A> lie in the cActinopterygii class?,ASK WHERE brack_open <A> dbo_class dbr_Actinopterygii brack_close
Who are some authoritative persons on the matter of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_binomialAuthority var_uri brack_close 
Where the club of <A> located?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_club var_x sep_dot var_x dbo_location var_uri  sep_dot brack_close
List the awards won by the wife of <A> von Rosen.,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_spouse var_x sep_dot var_x dbp_awards var_uri  sep_dot brack_close
Which current <A> team member debuted in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_debutteam <A> sep_dot var_uri dbp_currentteam <A>  sep_dot brack_close
List the movie whose music was given by Geoffrey <B> and distributed by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_musicComposer <B> sep_dot var_uri dbo_distributor <A>  sep_dot var_uri rdf_type dbo_Film brack_close
Which musical artists have collaborated with <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_associatedMusicalArtist <A>  sep_dot var_uri rdf_type dbo_MusicalArtist brack_close
What is the Nickname of the school where <A> studied  ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_highschool var_x sep_dot var_x dbp_nickname var_uri  sep_dot var_x rdf_type dbo_School brack_close
Where did the people canonized by <A> die?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_canonizedBy <A> sep_dot var_x dbp_deathPlace var_uri  sep_dot brack_close
Who is the owner of Ford Motor Credit comapny which is also the builder of <A> ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Ford_Motor_Credit_Company dbp_owner var_uri sep_dot <A> dbo_manufacturer var_uri brack_close
Count the different genres of games published by <A> ,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_publisher <A> sep_dot var_x dbo_genre var_uri  sep_dot brack_close
Who has produced movies that have a <A> score?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_music <A> sep_dot var_x dbp_producer var_uri  sep_dot var_x rdf_type dbo_Film brack_close
Which movie produced by <A> was distributed by <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_distributor <B> sep_dot var_uri dbp_producer <A>  sep_dot var_uri rdf_type dbo_Film brack_close
Name the person whose daughter is <A> and also another children named <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_child <A> sep_dot var_uri dbp_children <B>  sep_dot var_uri rdf_type dbo_Person brack_close
Which shows are voiced be US citizens?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_stateOfOrigin dbr_United_States sep_dot var_uri dbp_voices var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Name the television show voiced by <A> and <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_voices <A> sep_dot var_uri dbp_voices <B> sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
"Count the different places where the people died, who were born in <A>?",SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_placeOfBirth <A> sep_dot var_x dbp_placeOfDeath var_uri  sep_dot brack_close
What are some relatives of <A> of the Bulge veterans?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_battles <A>_of_the_Bulge sep_dot var_x dbo_relation var_uri  sep_dot var_x rdf_type dbo_MilitaryPerson brack_close
Who made the Y block engine and the SHO V8 engine?,SELECT DISTINCT var_uri WHERE brack_open dbr_Ford_Y-block_engine dbo_manufacturer var_uri sep_dot dbr_Ford_SHO_V8_engine dbo_manufacturer var_uri sep_dot brack_close
How many different genres of games are produced by <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_developer <A> sep_dot var_x dbp_genre var_uri  sep_dot brack_close
"Which tennis players live in <A>, new south wales?",SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_residence <A>  sep_dot var_uri rdf_type dbo_TennisPlayer brack_close
In which religions are both Pope <A> 1 and Edwin of northumbria reverred?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_veneratedIn var_uri sep_dot dbr_Edwin_of_Northumbria dbp_veneratedIn var_uri sep_dot brack_close
"How many things are located in Ridgewood, New Jersey?","SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_birthPlace dbr_Ridgewood,_New_Jersey  sep_dot brack_close"
Name the sea whose inflow is <A> and outflow is <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_inflow <A> sep_dot var_uri dbp_outflow <B>  sep_dot var_uri rdf_type dbo_Sea brack_close
What award was won by executive producer of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_executiveProducer var_x sep_dot var_x dbo_award var_uri  sep_dot brack_close
Was the altazor drawn by <A>?,ASK WHERE brack_open dbr_Altazor dbp_illustrator <A> brack_close
What is the operator of SR class 3Sub ?, SELECT DISTINCT var_uri WHERE brack_open dbr_SR_class_3Sub dbo_operator var_uri brack_close 
Which key person of the <A> is also the president of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <B> dbo_president var_uri sep_dot <A> dbp_keyPeople var_uri brack_close
Name the royalty whose daughter was <A> and was married to <B> of Egypt?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_mother <A> sep_dot var_uri dbo_spouse <B>  sep_dot var_uri rdf_type dbo_Royalty brack_close
How many times has <A> been casted?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbo_starring <A>  sep_dot brack_close
who are some miss michigan usa?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_title dbr_Miss_Michigan_USA  sep_dot brack_close
"What nicknames do the universities in <A> have?","SELECT DISTINCT var_uri WHERE brack_open var_x dbp_city <A> sep_dot var_x dbp_nickname var_uri  sep_dot var_x rdf_type dbo_University brack_close"
Which license of the <A> is also the  product of the <B> , SELECT DISTINCT var_uri WHERE brack_open <A> dbo_license var_uri sep_dot <B> dbo_product var_uri brack_close
What is the <A> associated with?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_affiliations var_uri brack_close 
List the destinations of the airlines which also serves <A>  Sea ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_destinations <A> sep_dot var_x dbp_destinations var_uri  sep_dot var_x rdf_type dbo_Airline brack_close
Which fictional character's portrayer was edited by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_editing <A> sep_dot var_uri dbo_portrayer var_x  sep_dot var_uri rdf_type dbo_FictionalCharacter brack_close
What can be cooked out of things belonging to the order <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_order <A> sep_dot var_uri dbo_ingredient var_x  sep_dot brack_close
What is the birth place of the children of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_children var_x sep_dot var_x dbo_birthPlace var_uri  sep_dot brack_close
List the fields of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_fields var_uri brack_close 
"List the  primeministers of <A> ?"," SELECT DISTINCT var_uri WHERE brack_open <A> dbp_primeminister var_uri brack_close "
Where do the airlines garrisoned at <A> fly to?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_headquarter <A> sep_dot var_x dbp_destinations var_uri  sep_dot var_x rdf_type dbo_Airline brack_close
What all is owned by a company one of whose division is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_division <A> sep_dot var_uri dbp_company var_x  sep_dot brack_close
Name the language of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_language var_uri brack_close 
Count the number of places where alumini of <A> have died?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_education <A> sep_dot var_x dbo_deathPlace var_uri  sep_dot brack_close
Which label released the movie written by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_writer <A> sep_dot var_x dbp_label var_uri  sep_dot var_x rdf_type dbo_Film brack_close
What is the venue of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_venue var_uri brack_close 
Who are the associate musical artists of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_associatedMusicalArtist var_uri brack_close 
What is the common religious affiliation of the <A> and that of  <B>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_religiousAffiliation var_uri sep_dot <B> dbo_type var_uri brack_close
Name a person whose sucessor was <A> and was educated at <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_almaMater <B> sep_dot var_uri dbp_successor <A>  sep_dot var_uri rdf_type dbo_Person brack_close
Name the other party of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_otherParty var_uri brack_close 
How many movies have had a cinematographer who died in <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_deathPlace <A> sep_dot var_uri dbp_cinematography var_x  sep_dot var_uri rdf_type dbo_Film brack_close
Which cities were in the TV Show which came after <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_subsequentWork var_x sep_dot var_x dbp_city var_uri  sep_dot var_x rdf_type dbo_TelevisionShow brack_close
What actor of <A> is a relative of <B>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_starring var_uri sep_dot <B> dbo_relation var_uri brack_close
Does <A> study <B>?,ASK WHERE brack_open <A> dbp_mainInterests <B> brack_close
Who is the label of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_label var_uri brack_close 
Which nearest city of <A> is also the location of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_nearestCity var_uri sep_dot <B> dbp_location var_uri brack_close
Count the number of different religions that field marshals have followed?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_militaryRank dbr_Field_marshal sep_dot var_x dbo_religion var_uri  sep_dot brack_close
Does <A> play for the City of Liverpool gymnast club?,ASK WHERE brack_open <A> dbp_club dbr_City_of_Liverpool_Gymnastics_Club brack_close
Count the awards given to the recepients of the <A> fund for religious liberty.,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_award <A>_Fund_for_Religious_Liberty sep_dot var_x dbp_awards var_uri  sep_dot brack_close
Which river flows through <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_river var_uri brack_close 
List all the narrator of the albums which had <A> as one of the narrator ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_narrated <A> sep_dot var_x dbp_narrated var_uri  sep_dot var_x rdf_type dbo_Album brack_close
People born in <A> are famous for what things ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_birthPlace <A> sep_dot var_x dbp_knownFor var_uri  sep_dot brack_close
Which founder of <A> is also the jursdiction of Eurpoean Border of Coast guard ?, SELECT DISTINCT var_uri WHERE brack_open dbr_European_Border_and_Coast_Guard dbp_jurisdiction var_uri sep_dot <A> dbp_founder var_uri brack_close
What cars were built upon the cars which were assembled in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_assembly <A> sep_dot var_x dbo_predecessor var_uri  sep_dot var_x rdf_type dbo_Automobile brack_close
How many religions are followed by the people in the <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_militaryBranch <A> sep_dot var_x dbo_religion var_uri  sep_dot brack_close
Which politicians live in a city led by <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_leader <A> sep_dot var_uri dbo_residence var_x  sep_dot brack_close
How many guests have been there <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open <A> dbp_guests var_uri  sep_dot brack_close
"List the significant buildings of the arch. whose one of the important work is Government Building, Kiev ?","SELECT DISTINCT var_uri WHERE brack_open var_x dbo_significantBuilding dbr_Government_Building,_Kiev sep_dot var_x dbo_significantBuilding var_uri  sep_dot var_x rdf_type dbo_Architect brack_close"
Count everything garrisoned at <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_garrison <A> sep_dot brack_close
What common relegion affiliation exists for <A> and <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_religion var_uri sep_dot <B> dbp_religiousAffiliation var_uri brack_close
What is the city  of the <A> and birthplace of the <B>, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_city var_uri sep_dot <B> dbo_birthPlace var_uri brack_close
How many people were opponents of the ones buried in the <A> of London?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_restingPlace <A>_of_London sep_dot var_x dbo_opponent var_uri  sep_dot var_uri rdf_type dbo_Person brack_close
Count all the places where companies located in <A> operate.,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_locationCity <A> sep_dot var_x dbp_locations var_uri  sep_dot brack_close
What is the river whose origin is <A>?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_sourceRegion <A> brack_close 
How many factions have fought when <A> was a commander?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_commander <A> sep_dot var_x dbp_combatant var_uri  sep_dot brack_close
What is the honorary title of the narrator of <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_narrator var_x sep_dot var_x dbo_award var_uri  sep_dot brack_close
What is the layout of the automobiles designed by <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_designer <A> sep_dot var_x dbo_layout var_uri  sep_dot var_x rdf_type dbo_Automobile brack_close
"What people were born in <A> ?","SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_birthPlace <A>  sep_dot var_uri rdf_type dbo_Person brack_close"
Which content license of the <A> is also the profession of the Laura K. Ipsen ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_license var_uri sep_dot dbr_Laura_K._Ipsen dbo_occupation var_uri brack_close
Which predecessor of the <A> is also the developer of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_predecessor var_uri sep_dot <B> dbo_developer var_uri brack_close
Who is the appointer of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_appointer var_uri brack_close 
Does the <A> flow into the lower manhatten?,ASK WHERE brack_open <A> dbo_mouthMountain dbr_Lower_Manhattan brack_close
Which distributer of Glover is also the stockholde of <A> ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Glover_(video_game) dbo_distributor var_uri sep_dot <A> dbo_owner var_uri brack_close
Name the person whose mother name is <A> and has a son named <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_parent <A> sep_dot var_uri dbp_children <B>  sep_dot var_uri rdf_type dbo_Person brack_close
Name the <A>'s school ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_school var_uri brack_close 
List the websites which the authors of <A> own ?,SELECT DISTINCT var_uri WHERE brack_open <A>_(web_server) dbp_author var_x sep_dot var_x dbo_owner var_uri  sep_dot brack_close
What are the movies whose music composer is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_musicComposer <A>  sep_dot var_uri rdf_type dbo_Film brack_close
Which military personnel belong to the branch of <A>?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_militaryBranch <A> brack_close 
Who have rented the stadium operated by Maple Leaf S&E?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_operator dbr_Maple_Leaf_Sports_&_Entertainment sep_dot var_x dbo_tenant var_uri  sep_dot var_x rdf_type dbo_Stadium brack_close
Which holy things canonized <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_canonizedBy var_uri brack_close 
<A> has architected in how many cities?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_architect <A> sep_dot var_x dbp_locationTown var_uri  sep_dot var_uri rdf_type dbo_City brack_close
What are the main interests of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_mainInterests var_uri brack_close 
Name someone known for a project involved in the <A> of Japan?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_battle <A> sep_dot var_uri dbp_knownFor var_x  sep_dot brack_close
Count all those who previously played for a team which ownes <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_field <A> sep_dot var_uri dbo_formerTeam var_x  sep_dot brack_close
Name the sea with <A> as one of the shore city and is also an outflow for <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_cities <A> sep_dot var_uri dbp_outflow <B>  sep_dot var_uri rdf_type dbo_Sea brack_close
Count the awards won by the people who graduated from the National and Kapodistrian University of Athens.,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_almaMater dbr_National_and_Kapodistrian_University_of_Athens sep_dot var_x dbo_award var_uri  sep_dot brack_close
What awards have been given to the dude who made <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_notableworks <A> sep_dot var_x dbo_award var_uri  sep_dot var_x rdf_type dbo_Person brack_close
"Name the office holders whose successor died in <A> ?","SELECT DISTINCT var_uri WHERE brack_open var_x dbo_deathPlace <A> sep_dot var_uri dbo_successor var_x  sep_dot var_uri rdf_type dbo_OfficeHolder brack_close"
What are the movies with <A> as screenwriter?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_screenplay <A>  sep_dot var_uri rdf_type dbo_Film brack_close
Which awards are presented by the committee located in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_headquarters <A> sep_dot var_uri dbo_presenter var_x  sep_dot brack_close
What is the common product of the <A> and services of the <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_product var_uri sep_dot <B> dbp_services var_uri brack_close
Who are the tenants of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_tenants var_uri brack_close 
Count the  area of the radio stations whose serves in <A> ?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_area <A> sep_dot var_x dbp_area var_uri brack_close
How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_affiliation dbr_Association_of_Southeast_Asian_Institutions_of_Higher_Learning sep_dot var_x dbo_sport var_uri  sep_dot brack_close
Which adminstrative region of <B> is also the resting place of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <B> dbo_region var_uri sep_dot <A> dbo_restingPlace var_uri brack_close
Who studied in universities located in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_campus <A> sep_dot var_uri dbp_education var_x  sep_dot brack_close
List down the cinematographers of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_cinematography var_uri brack_close 
List the relative of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_relative var_uri brack_close 
Who are the  judges of the television show whose anchor is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_presenter <A> sep_dot var_x dbp_judges var_uri  sep_dot var_x rdf_type dbo_TelevisionShow brack_close
Who starred in Nothing in Common and produced From the Earth to the Moon?,SELECT DISTINCT var_uri WHERE brack_open dbr_From_the_Earth_to_the_Moon_(miniseries) dbo_executiveProducer var_uri sep_dot dbr_Nothing_in_Common dbp_starring var_uri sep_dot brack_close
 <A> (novel) and <B> is the notable work of which author?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_notableworks <A> sep_dot var_uri dbp_notableworks <B> sep_dot var_uri rdf_type dbo_Writer brack_close
What all are written in the <A>?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_programmingLanguage <A> brack_close 
What are the artists that have been in the band <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_associatedActs <A>  sep_dot var_uri rdf_type dbo_Artist brack_close
Count the number of artists in the <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open <A> dbp_artist var_uri  sep_dot brack_close
By which companies is <A> designed?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_designer var_uri brack_close 
Which are the previous broadcast networks of sister channels of <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_sisterStations var_x sep_dot var_x dbo_formerBroadcastNetwork var_uri  sep_dot brack_close
What are the movies whose director is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_director <A>  sep_dot var_uri rdf_type dbo_Film brack_close
What is the religion of character of <A> Soprano from The Soprano television show?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_religion var_uri brack_close 
which planet was discovered by <A>?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_discoverer <A> brack_close 
?What are the airline hubs of <A>, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_hubs var_uri brack_close 
Where did the editor of <A> die ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_editor var_x sep_dot var_x dbp_placeOfDeath var_uri  sep_dot brack_close
Name the chairman of the soccer club for which <A> currently plays?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_currentclub var_x sep_dot var_x dbp_chairman var_uri  sep_dot var_x rdf_type dbo_SoccerClub brack_close
Which Harris County based company is a subsidiary of <A>?,"SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_locationCity dbr_Harris_County,_Texas sep_dot var_uri dbo_subsidiary <A>  sep_dot var_uri rdf_type dbo_Company brack_close"
What is the common licence of the Frontaccounting and nUbuntu?,SELECT DISTINCT var_uri WHERE brack_open dbr_Frontaccounting dbo_license var_uri sep_dot dbr_NUbuntu dbo_license var_uri sep_dot brack_close
"What sport is <A> known for, and employes Craig Van Tibury?", SELECT DISTINCT var_uri WHERE brack_open <A> dbo_knownFor var_uri sep_dot dbr_Craig_Van_Tilbury dbo_occupation var_uri brack_close
How many rivers are crossed by different <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_design <A> sep_dot var_x dbp_crosses var_uri  sep_dot var_uri rdf_type dbo_River brack_close
Which <A>'s movie is distributed by <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_writer <A> sep_dot var_uri dbp_distributor <B>  sep_dot var_uri rdf_type dbo_Film brack_close
Was tupac a member of <A>?,ASK WHERE brack_open <A> dbp_pastMembers dbr_Tupac_Shakur brack_close
Count the number of members of the organization which have <A> as one of the member ?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_membership <A> sep_dot var_x dbp_membership var_uri brack_close
List the other members of the team where <A> currently plays?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_currentMember <A> sep_dot var_x dbp_name var_uri  sep_dot var_x rdf_type dbo_OrganisationMember brack_close
Who is married to <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_spouse <A> sep_dot brack_close
list  the producer of the movies in which <A> in the star cast?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_starring <A> sep_dot var_x dbp_producer var_uri  sep_dot var_x rdf_type dbo_Film brack_close
